A RPTMYV3VC57P,A,59.29,794843,47126241,True,0.6871310,1
AA R735QTJ8XC9X,AA,14.35,6918485,99280259,True,0.7112737,3.0003
AADR UOFRJAZTL0TH,AADR,38.41,637,24467,False,0.9741345,1
AAIT V3Z1GERP1JZ9,AAIT,34.01,1610,54756,False,0.9878898,1
AAL VM9RIYHM8ACL,AAL,43.57,5644374,245925375,True,0.9631326,1
AAMC VJV46QARHW85,AAMC,1096.01,7645,8378996,True,1.0000000,1
AAME R735QTJ8XC9X,AAME,3.64,8674,31573,True,0.9746553,1
RNTA SB2PBIC0SCX1,AAN,34.66,502676,17422750,True,0.9871860,1
AAOI VK8WG1F4KGH1,AAOI,21.36,63599,1358474,True,1.0000000,1
AAON R735QTJ8XC9X,AAON,33.6,82091,2758257,True,0.9682546,0.666667
AAP SA48O8J43YAT,AAP,127.71,454467,58039980,True,0.9930362,1
AAPL R735QTJ8XC9X,AAPL,93.7,37807206,3542535202,True,0.9304792,1
AAT UT927RDJ1T2D,AAT,34.57,62623,2164877,True,0.9032116,1
AAU TEMHQPA3FAZP,AAU,1.34,43423,58186,True,1.0000000,1
AAV TECN9RMENRDX,AAV,6.77,269167,1822260,True,1.0000000,1
AAWW TJ2ZLXWLWA5H,AAWW,38.8,96570,3746916,True,1.0000000,1
AAXJ U55LDE3TN4O5,AAXJ,62.94,209162,13164656,False,0.9236971,1
AC R735QTJ8XC9X,AB,25.75,118028,3039221,True,0.7161675,1
ABAX R735QTJ8XC9X,ABAX,44.1,75947,3349262,True,0.9639435,1
ABB S3MVQ2U3Z59H,ABB,23.68,983981,23300670,True,0.8652551,1
ABBV VCY032R250MD,ABBV,53.83,3356138,180660908,True,0.8706465,1
AAS R735QTJ8XC9X,ABC,72.32,1045539,75613380,True,0.9408668,1
ABCB R735QTJ8XC9X,ABCB,22.29,26327,586828,True,0.9678973,1
ABCD UIB7ED20G0V9,ABCD,2,26197,52394,True,1.0000000,1
ABCO S9OHIQOEVVQD,ABCO,51.22,117725,6029874,False,1.0000000,1
ABDC VQEG12Q3S7L1,ABDC,14.63,13228,193525,True,0.6494426,1
ABEV VLI70C8W35UT,ABEV,7.33,5450030,39948719,True,0.8758258,1
ABG SCZMM1XU565H,ABG,65.22,180460,11769601,True,1.0000000,1
ABGB VKTKU03O6AUD,ABGB,27.45,2783,76393,False,0.9660683,1
HYSQ R735QTJ8XC9X,ABIO,1.49,245173,365307,True,1.0000000,6.9979
ABM R735QTJ8XC9X,ABM,27.07,199592,5402955,True,0.9241258,1
ABMD R735QTJ8XC9X,ABMD,23.39,90389,2114198,True,1.0000000,1
ABR SXN14N49WSBP,ABR,7.18,39898,286467,True,0.7038779,1
ABRN VQKCPMX48QJP,ABRN,24.98,6623,165442,False,0.7565070,1
ABT R735QTJ8XC9X,ABT,40.13,2105128,84478786,True,0.9146280,1
ABTL RJCA0PEV7C6D,ABTL,14.04,88871,1247748,False,1.0000000,1
ABX R735QTJ8XC9X,ABX,15.98,3140686,50188162,True,0.9462388,1
ACAD SZ09HBEPQICL,ACAD,22.93,880647,20193235,True,1.0000000,1
ACAS R735QTJ8XC9X,ACAS,15.08,1555258,23453290,False,1.0000000,1
ACAT R735QTJ8XC9X,ACAT,36.82,111111,4091107,False,0.9714956,1
ACC T142WIKPMLPH,ACC,38.59,285537,11018872,True,0.8559351,1
ABD TB8EB3X5XR39,ACCO,6.26,362468,2269049,True,0.9954286,1
ACCU V3L973NBYZQD,ACCU,27.9,202,5635,False,1.0000000,1
ACL R735QTJ8XC9X,ACE,104.99,529402,55581915,False,0.9192804,1
