A RPTMYV3VC57P,A,58.92,1024764,60379094,True,0.6871310,1
AA R735QTJ8XC9X,AA,14.19,4925082,69886913,True,0.7112737,3.0003
AADR UOFRJAZTL0TH,AADR,38.43,541,20790,False,0.9741345,1
AAIT V3Z1GERP1JZ9,AAIT,34.1,318,10843,False,0.9878898,1
AAL VM9RIYHM8ACL,AAL,42.29,7908443,334448054,True,0.9631326,1
AAMC VJV46QARHW85,AAMC,1070,2994,3203580,True,1.0000000,1
AAME R735QTJ8XC9X,AAME,3.7,4188,15495,True,0.9746553,1
RNTA SB2PBIC0SCX1,AAN,34.63,274439,9503822,True,0.9871860,1
AAOI VK8WG1F4KGH1,AAOI,22.3,133690,2981287,True,1.0000000,1
AAON R735QTJ8XC9X,AAON,32.48,41918,1361496,True,0.9720154,0.666667
AAP SA48O8J43YAT,AAP,126.13,276103,34824871,True,0.9930362,1
AAPL R735QTJ8XC9X,AAPL,93.87,23155401,2173597491,True,0.9304792,1
AAT UT927RDJ1T2D,AAT,34.03,88895,3025096,True,0.9090439,1
AAU TEMHQPA3FAZP,AAU,1.3,52778,68611,True,1.0000000,1
AAV TECN9RMENRDX,AAV,6.66,302466,2014423,True,1.0000000,1
AAWW TJ2ZLXWLWA5H,AAWW,38.07,75173,2861836,True,1.0000000,1
AAXJ U55LDE3TN4O5,AAXJ,62.92,167477,10537652,False,0.9236971,1
AC R735QTJ8XC9X,AB,25.62,64075,1641601,True,0.7161675,1
ABAX R735QTJ8XC9X,ABAX,43.01,170120,7316861,True,0.9639435,1
ABB S3MVQ2U3Z59H,ABB,23.4,764815,17896671,True,0.8652551,1
ABBV VCY032R250MD,ABBV,54.25,3001705,162842496,True,0.8706465,1
AAS R735QTJ8XC9X,ABC,71.93,869011,62507961,True,0.9408668,1
ABCB R735QTJ8XC9X,ABCB,21.84,20317,443723,True,0.9678973,1
ABCD UIB7ED20G0V9,ABCD,2.03,3743,7598,True,1.0000000,1
ABCO S9OHIQOEVVQD,ABCO,50.96,114197,5819479,False,1.0000000,1
ABDC VQEG12Q3S7L1,ABDC,14.54,15761,229164,True,0.6494426,1
ABEV VLI70C8W35UT,ABEV,7.14,5569898,39769071,True,0.8758258,1
ABG SCZMM1XU565H,ABG,64.62,121972,7881830,True,1.0000000,1
ABGB VKTKU03O6AUD,ABGB,26.56,11026,292850,False,0.9660683,1
HYSQ R735QTJ8XC9X,ABIO,1.46,52915,77255,True,1.0000000,6.9979
